#    L    TT             EE             BB             TE          
   798    2.52426E+03    1.59574E+01    8.49965E-02    -9.32838E+01
   799    2.52798E+03    1.57542E+01    8.52184E-02    -9.16231E+01
   800    2.52894E+03    1.55691E+01    8.52839E-02    -8.99039E+01
   801    2.52908E+03    1.54043E+01    8.53303E-02    -8.83645E+01
   802    2.53343E+03    1.52314E+01    8.53414E-02    -8.70666E+01
   803    2.53611E+03    1.50504E+01    8.53504E-02    -8.54795E+01
   804    2.53195E+03    1.48761E+01    8.53744E-02    -8.35667E+01
   805    2.52922E+03    1.47148E+01    8.54443E-02    -8.17608E+01
   806    2.53254E+03    1.45650E+01    8.56133E-02    -8.01007E+01
   807    2.53685E+03    1.44192E+01    8.58841E-02    -7.85281E+01
   808    2.53895E+03    1.42600E+01    8.62563E-02    -7.69585E+01
   809    2.53727E+03    1.41010E+01    8.65961E-02    -7.51072E+01
   810    2.53552E+03    1.39777E+01    8.67847E-02    -7.32490E+01
   811    2.53541E+03    1.38689E+01    8.69226E-02    -7.17062E+01
   812    2.53232E+03    1.37342E+01    8.70778E-02    -7.00587E+01
   813    2.53104E+03    1.35829E+01    8.70595E-02    -6.81971E+01
   814    2.53480E+03    1.34565E+01    8.68872E-02    -6.64119E+01
   815    2.54247E+03    1.33517E+01    8.67927E-02    -6.46803E+01
   816    2.54489E+03    1.32463E+01    8.68193E-02    -6.28053E+01
   817    2.54062E+03    1.31623E+01    8.69895E-02    -6.08837E+01
   818    2.53669E+03    1.30799E+01    8.72357E-02    -5.90118E+01
   819    2.53678E+03    1.29939E+01    8.74308E-02    -5.72972E+01
   820    2.53752E+03    1.29224E+01    8.75485E-02    -5.55831E+01
   821    2.53505E+03    1.28492E+01    8.76599E-02    -5.37683E+01
   822    2.53099E+03    1.27609E+01    8.76126E-02    -5.18409E+01
   823    2.52576E+03    1.26792E+01    8.74839E-02    -4.98729E+01
   824    2.52261E+03    1.26177E+01    8.76190E-02    -4.78671E+01
   825    2.52237E+03    1.25663E+01    8.79644E-02    -4.58826E+01
   826    2.52106E+03    1.25364E+01    8.81461E-02    -4.42240E+01
   827    2.51809E+03    1.24970E+01    8.81532E-02    -4.25808E+01
   828    2.51189E+03    1.24518E+01    8.80970E-02    -4.07477E+01
   829    2.50431E+03    1.24145E+01    8.82444E-02    -3.88236E+01
   830    2.50086E+03    1.23887E+01    8.85793E-02    -3.69510E+01
   831    2.50204E+03    1.23702E+01    8.87930E-02    -3.50958E+01
   832    2.50367E+03    1.23441E+01    8.87997E-02    -3.31160E+01
   833    2.50233E+03    1.23182E+01    8.87533E-02    -3.11849E+01
   834    2.49997E+03    1.23267E+01    8.87744E-02    -2.94806E+01
   835    2.49519E+03    1.23646E+01    8.89442E-02    -2.77077E+01
   836    2.48670E+03    1.23932E+01    8.91188E-02    -2.56292E+01
   837    2.47880E+03    1.23911E+01    8.92195E-02    -2.36168E+01
   838    2.47521E+03    1.23804E+01    8.91762E-02    -2.19228E+01
   839    2.47311E+03    1.23918E+01    8.90115E-02    -2.02934E+01
   840    2.47030E+03    1.24380E+01    8.89884E-02    -1.85560E+01
   841    2.46863E+03    1.25001E+01    8.91772E-02    -1.68020E+01
   842    2.46595E+03    1.25642E+01    8.93431E-02    -1.50368E+01
   843    2.45723E+03    1.26228E+01    8.94457E-02    -1.33035E+01
   844    2.44756E+03    1.26761E+01    8.94420E-02    -1.15556E+01
   845    2.44033E+03    1.27405E+01    8.94482E-02    -9.60462E+00
   846    2.43075E+03    1.28252E+01    8.95398E-02    -7.66105E+00
   847    2.42221E+03    1.29324E+01    8.95648E-02    -5.98318E+00
   848    2.41762E+03    1.30147E+01    8.95249E-02    -4.48009E+00
   849    2.41568E+03    1.30839E+01    8.95821E-02    -2.78522E+00
   850    2.41089E+03    1.31734E+01    8.98191E-02    -9.27672E-01
   851    2.40048E+03    1.32668E+01    9.00159E-02    7.40267E-01
   852    2.39066E+03    1.33737E+01    9.01106E-02    2.24421E+00
   853    2.38406E+03    1.34862E+01    9.02022E-02    3.94223E+00
   854    2.37873E+03    1.35832E+01    9.03411E-02    5.76835E+00
   855    2.37304E+03    1.36779E+01    9.05335E-02    7.44476E+00
   856    2.36636E+03    1.38008E+01    9.05546E-02    8.91509E+00
   857    2.35722E+03    1.39321E+01    9.03848E-02    1.03878E+01
   858    2.34703E+03    1.40644E+01    9.02822E-02    1.18305E+01
   859    2.33675E+03    1.42237E+01    9.03827E-02    1.33233E+01
   860    2.32617E+03    1.43734E+01    9.05422E-02    1.50509E+01
   861    2.31904E+03    1.45090E+01    9.05957E-02    1.67426E+01
   862    2.31194E+03    1.46890E+01    9.05520E-02    1.85506E+01
   863    2.30417E+03    1.49086E+01    9.05474E-02    2.04268E+01
   864    2.29902E+03    1.51038E+01    9.05226E-02    2.19164E+01
   865    2.28871E+03    1.52730E+01    9.04993E-02    2.30837E+01
   866    2.27273E+03    1.54502E+01    9.04946E-02    2.44075E+01
   867    2.25782E+03    1.56285E+01    9.04912E-02    2.59085E+01
   868    2.24811E+03    1.58087E+01    9.06440E-02    2.72570E+01
   869    2.24294E+03    1.59904E+01    9.07221E-02    2.83678E+01
   870    2.23636E+03    1.61789E+01    9.05767E-02    2.94667E+01
   871    2.22623E+03    1.63880E+01    9.04388E-02    3.08943E+01
   872    2.21522E+03    1.66162E+01    9.04074E-02    3.23089E+01
   873    2.20601E+03    1.68434E+01    9.04620E-02    3.35031E+01
   874    2.19420E+03    1.70798E+01    9.06054E-02    3.47491E+01
   875    2.18307E+03    1.73037E+01    9.07428E-02    3.59745E+01
   876    2.17524E+03    1.75150E+01    9.07758E-02    3.72726E+01
   877    2.16445E+03    1.77363E+01    9.07522E-02    3.87045E+01
   878    2.15129E+03    1.79785E+01    9.07417E-02    3.97795E+01
   879    2.13980E+03    1.82156E+01    9.08053E-02    4.04836E+01
   880    2.12909E+03    1.84452E+01    9.08708E-02    4.13809E+01
   881    2.11932E+03    1.87093E+01    9.08274E-02    4.25545E+01
   882    2.10720E+03    1.89932E+01    9.07415E-02    4.35952E+01
   883    2.09131E+03    1.92528E+01    9.07341E-02    4.44089E+01
   884    2.08001E+03    1.94760E+01    9.07595E-02    4.54072E+01
   885    2.07490E+03    1.96823E+01    9.07476E-02    4.64913E+01
   886    2.06662E+03    1.99419E+01    9.06416E-02    4.72804E+01
   887    2.05598E+03    2.02387E+01    9.06538E-02    4.78936E+01
   888    2.04725E+03    2.04989E+01    9.07299E-02    4.85569E+01
   889    2.03605E+03    2.07459E+01    9.07103E-02    4.94701E+01
   890    2.02126E+03    2.10225E+01    9.06609E-02    5.03111E+01
   891    2.00674E+03    2.13185E+01    9.06884E-02    5.08381E+01
   892    1.99449E+03    2.16223E+01    9.07196E-02    5.16677E+01
   893    1.98457E+03    2.19340E+01    9.06858E-02    5.28317E+01
   894    1.97477E+03    2.22183E+01    9.05916E-02    5.35923E+01
   895    1.96306E+03    2.24725E+01    9.06515E-02    5.40021E+01
   896    1.94839E+03    2.27265E+01    9.07510E-02    5.41974E+01
   897    1.93350E+03    2.30073E+01    9.07310E-02    5.43634E+01
   898    1.92391E+03    2.33080E+01    9.05886E-02    5.48676E+01
   899    1.91417E+03    2.35998E+01    9.04157E-02    5.55356E+01
   900    1.90226E+03    2.38760E+01    9.03577E-02    5.62244E+01
   901    1.89120E+03    2.41738E+01    9.03317E-02    5.66862E+01
   902    1.87800E+03    2.45095E+01    9.03197E-02    5.69738E+01
   903    1.86271E+03    2.48374E+01    9.02344E-02    5.72636E+01
   904    1.85041E+03    2.51400E+01    9.01063E-02    5.76978E+01
   905    1.84261E+03    2.54359E+01    9.01313E-02    5.83972E+01
   906    1.83456E+03    2.57328E+01    9.01846E-02    5.87768E+01
   907    1.82108E+03    2.60011E+01    9.01129E-02    5.85288E+01
   908    1.80476E+03    2.62563E+01    9.00184E-02    5.83923E+01
   909    1.79031E+03    2.65398E+01    8.99935E-02    5.87928E+01
   910    1.77825E+03    2.68363E+01    9.00640E-02    5.92046E+01
   911    1.76647E+03    2.71419E+01    9.02117E-02    5.91989E+01
   912    1.75358E+03    2.74728E+01    9.03280E-02    5.92254E+01
   913    1.74087E+03    2.78129E+01    9.03462E-02    5.93982E+01
   914    1.73044E+03    2.81286E+01    9.03070E-02    5.94135E+01
   915    1.72092E+03    2.84188E+01    9.01184E-02    5.93337E+01
   916    1.70958E+03    2.86725E+01    8.98876E-02    5.91387E+01
   917    1.69834E+03    2.89319E+01    8.97481E-02    5.88116E+01
   918    1.68719E+03    2.92423E+01    8.96685E-02    5.86584E+01
   919    1.67630E+03    2.95857E+01    8.95624E-02    5.85917E+01
   920    1.66498E+03    2.98975E+01    8.96083E-02    5.83875E+01
   921    1.65241E+03    3.01876E+01    8.97257E-02    5.82230E+01
   922    1.63959E+03    3.04897E+01    8.97579E-02    5.81280E+01
   923    1.62872E+03    3.07930E+01    8.97830E-02    5.78181E+01
   924    1.61718E+03    3.10746E+01    8.96778E-02    5.72181E+01
   925    1.60388E+03    3.13768E+01    8.93634E-02    5.65882E+01
   926    1.59033E+03    3.16902E+01    8.92210E-02    5.63211E+01
   927    1.57831E+03    3.19538E+01    8.93611E-02    5.61082E+01
   928    1.56795E+03    3.22106E+01    8.94817E-02    5.56078E+01
   929    1.55780E+03    3.25150E+01    8.94874E-02    5.51403E+01
   930    1.54578E+03    3.28250E+01    8.94286E-02    5.46424E+01
   931    1.53434E+03    3.31190E+01    8.92412E-02    5.42064E+01
   932    1.52590E+03    3.33926E+01    8.90712E-02    5.39045E+01
   933    1.51599E+03    3.37072E+01    8.89737E-02    5.35111E+01
   934    1.50412E+03    3.40415E+01    8.87943E-02    5.29981E+01
   935    1.49390E+03    3.42888E+01    8.87001E-02    5.23362E+01
   936    1.48318E+03    3.45341E+01    8.87353E-02    5.16295E+01
   937    1.47154E+03    3.48077E+01    8.87239E-02    5.09228E+01
   938    1.45892E+03    3.50370E+01    8.87436E-02    4.99314E+01
   939    1.44585E+03    3.52148E+01    8.88631E-02    4.87629E+01
   940    1.43730E+03    3.54314E+01    8.88813E-02    4.81123E+01
   941    1.42979E+03    3.57143E+01    8.88132E-02    4.78019E+01
   942    1.41957E+03    3.60019E+01    8.86266E-02    4.71172E+01
   943    1.40969E+03    3.62924E+01    8.84575E-02    4.62479E+01
   944    1.40060E+03    3.65856E+01    8.84597E-02    4.55566E+01
   945    1.39106E+03    3.68461E+01    8.84662E-02    4.46931E+01
   946    1.38109E+03    3.70474E+01    8.84374E-02    4.35771E+01
   947    1.37033E+03    3.72609E+01    8.84187E-02    4.24836E+01
   948    1.35966E+03    3.75137E+01    8.82870E-02    4.15503E+01
   949    1.35050E+03    3.77342E+01    8.80247E-02    4.08833E+01
   950    1.34283E+03    3.79366E+01    8.79086E-02    4.03842E+01
   951    1.33465E+03    3.81797E+01    8.78879E-02    3.94789E+01
   952    1.32544E+03    3.84580E+01    8.79418E-02    3.83159E+01
   953    1.31523E+03    3.86615E+01    8.79582E-02    3.71125E+01
   954    1.30603E+03    3.87955E+01    8.77885E-02    3.57967E+01
   955    1.29777E+03    3.89706E+01    8.77184E-02    3.46691E+01
   956    1.29027E+03    3.91931E+01    8.77442E-02    3.38134E+01
   957    1.28413E+03    3.93814E+01    8.77257E-02    3.27253E+01
   958    1.27715E+03    3.94850E+01    8.76917E-02    3.11609E+01
   959    1.26893E+03    3.95894E+01    8.76706E-02    2.98933E+01
   960    1.25876E+03    3.98019E+01    8.76269E-02    2.89269E+01
   961    1.24826E+03    4.00308E+01    8.75724E-02    2.76871E+01
   962    1.24076E+03    4.01972E+01    8.74634E-02    2.65302E+01
   963    1.23390E+03    4.03413E+01    8.72981E-02    2.54635E+01
   964    1.22644E+03    4.05072E+01    8.72596E-02    2.43442E+01
   965    1.21971E+03    4.06880E+01    8.73251E-02    2.31154E+01
   966    1.21257E+03    4.08448E+01    8.73994E-02    2.17373E+01
   967    1.20537E+03    4.09735E+01    8.74925E-02    2.03157E+01
   968    1.19913E+03    4.11107E+01    8.74276E-02    1.90871E+01
   969    1.19382E+03    4.12565E+01    8.71990E-02    1.80123E+01
   970    1.18680E+03    4.13413E+01    8.70451E-02    1.68529E+01
   971    1.17928E+03    4.14323E+01    8.70063E-02    1.54297E+01
   972    1.17262E+03    4.15369E+01    8.69606E-02    1.39574E+01
   973    1.16618E+03    4.16358E+01    8.68272E-02    1.24945E+01
   974    1.16116E+03    4.17765E+01    8.68052E-02    1.10109E+01
   975    1.15698E+03    4.18632E+01    8.68664E-02    9.70035E+00
   976    1.15228E+03    4.19194E+01    8.67778E-02    8.51093E+00
   977    1.14730E+03    4.20110E+01    8.66585E-02    7.31386E+00
   978    1.14192E+03    4.20810E+01    8.66834E-02    6.08102E+00
   979    1.13443E+03    4.21130E+01    8.66891E-02    4.58536E+00
   980    1.12768E+03    4.21809E+01    8.66354E-02    2.87445E+00
   981    1.12284E+03    4.22679E+01    8.66368E-02    1.33725E+00
   982    1.11861E+03    4.22787E+01    8.66529E-02    9.15806E-02
   983    1.11496E+03    4.22612E+01    8.65318E-02    -1.07664E+00
   984    1.11081E+03    4.22831E+01    8.63258E-02    -2.55630E+00
   985    1.10555E+03    4.22697E+01    8.62365E-02    -4.07528E+00
   986    1.10160E+03    4.23007E+01    8.61546E-02    -5.25929E+00
   987    1.09839E+03    4.24353E+01    8.60173E-02    -6.28905E+00
   988    1.09412E+03    4.25490E+01    8.58853E-02    -7.45840E+00
   989    1.09059E+03    4.26000E+01    8.59019E-02    -8.84275E+00
   990    1.08738E+03    4.25838E+01    8.60382E-02    -1.03452E+01
   991    1.08205E+03    4.25584E+01    8.60137E-02    -1.18653E+01
   992    1.07660E+03    4.26294E+01    8.58223E-02    -1.32954E+01
   993    1.07355E+03    4.27116E+01    8.56889E-02    -1.45735E+01
   994    1.07146E+03    4.27508E+01    8.57499E-02    -1.59265E+01
   995    1.06766E+03    4.26995E+01    8.59640E-02    -1.74267E+01
   996    1.06403E+03    4.25621E+01    8.61212E-02    -1.88989E+01
   997    1.06298E+03    4.24133E+01    8.60655E-02    -2.02045E+01
   998    1.06156E+03    4.22545E+01    8.59719E-02    -2.16276E+01
   999    1.05959E+03    4.21689E+01    8.58896E-02    -2.32030E+01
  1000    1.05813E+03    4.22038E+01    8.59252E-02    -2.46893E+01
  1001    1.05623E+03    4.22598E+01    8.60578E-02    -2.60207E+01
  1002    1.05412E+03    4.22384E+01    8.60702E-02    -2.71140E+01
  1003    1.05205E+03    4.21581E+01    8.58337E-02    -2.81955E+01
  1004    1.05047E+03    4.20518E+01    8.55992E-02    -2.95614E+01
  1005    1.04995E+03    4.19100E+01    8.56305E-02    -3.10320E+01
  1006    1.04802E+03    4.17792E+01    8.57885E-02    -3.23590E+01
  1007    1.04354E+03    4.17408E+01    8.58947E-02    -3.36364E+01
  1008    1.04015E+03    4.17129E+01    8.58911E-02    -3.48846E+01
  1009    1.03880E+03    4.16427E+01    8.58338E-02    -3.61260E+01
  1010    1.03869E+03    4.15278E+01    8.58234E-02    -3.73973E+01
  1011    1.03921E+03    4.13642E+01    8.57171E-02    -3.85842E+01
  1012    1.03826E+03    4.12080E+01    8.55623E-02    -3.98194E+01
  1013    1.03641E+03    4.10948E+01    8.56309E-02    -4.10778E+01
  1014    1.03545E+03    4.09810E+01    8.57382E-02    -4.20637E+01
  1015    1.03494E+03    4.08310E+01    8.57564E-02    -4.31064E+01
  1016    1.03451E+03    4.07054E+01    8.57107E-02    -4.44970E+01
  1017    1.03552E+03    4.05707E+01    8.56635E-02    -4.59584E+01
  1018    1.03781E+03    4.04158E+01    8.57349E-02    -4.72847E+01
  1019    1.03895E+03    4.02474E+01    8.58337E-02    -4.83957E+01
  1020    1.03889E+03    4.00908E+01    8.58535E-02    -4.93553E+01
  1021    1.04034E+03    3.99338E+01    8.57989E-02    -5.03298E+01
  1022    1.04264E+03    3.97575E+01    8.55833E-02    -5.14751E+01
  1023    1.04323E+03    3.95627E+01    8.54859E-02    -5.27745E+01
  1024    1.04110E+03    3.93997E+01    8.55132E-02    -5.39920E+01
  1025    1.03957E+03    3.92466E+01    8.54454E-02    -5.48850E+01
  1026    1.04142E+03    3.90608E+01    8.55356E-02    -5.56962E+01
  1027    1.04386E+03    3.87887E+01    8.57220E-02    -5.65634E+01
  1028    1.04431E+03    3.85075E+01    8.57058E-02    -5.74154E+01
  1029    1.04326E+03    3.82908E+01    8.56509E-02    -5.83153E+01
  1030    1.04365E+03    3.81547E+01    8.56740E-02    -5.93949E+01
  1031    1.04566E+03    3.80335E+01    8.56989E-02    -6.05292E+01
  1032    1.04805E+03    3.78368E+01    8.57751E-02    -6.15192E+01
  1033    1.04896E+03    3.75413E+01    8.58655E-02    -6.22001E+01
  1034    1.05004E+03    3.72069E+01    8.58092E-02    -6.27708E+01
  1035    1.05173E+03    3.69895E+01    8.56085E-02    -6.35168E+01
  1036    1.05330E+03    3.68789E+01    8.55024E-02    -6.46036E+01
  1037    1.05542E+03    3.67334E+01    8.56063E-02    -6.57608E+01
  1038    1.05677E+03    3.64912E+01    8.58803E-02    -6.65133E+01
  1039    1.05816E+03    3.61679E+01    8.61046E-02    -6.70964E+01
  1040    1.05959E+03    3.59233E+01    8.61021E-02    -6.79673E+01
  1041    1.06113E+03    3.57355E+01    8.59674E-02    -6.88216E+01
  1042    1.06331E+03    3.55283E+01    8.58885E-02    -6.95589E+01
  1043    1.06659E+03    3.53103E+01    8.59494E-02    -7.02913E+01
  1044    1.07011E+03    3.50511E+01    8.61033E-02    -7.07708E+01
  1045    1.07293E+03    3.47548E+01    8.61920E-02    -7.11373E+01
  1046    1.07426E+03    3.45238E+01    8.61766E-02    -7.17358E+01
  1047    1.07539E+03    3.43113E+01    8.61576E-02    -7.24614E+01
  1048    1.07792E+03    3.40144E+01    8.62240E-02    -7.30743E+01
  1049    1.08067E+03    3.36780E+01    8.62377E-02    -7.33660E+01
  1050    1.08309E+03    3.34138E+01    8.61888E-02    -7.36505E+01
  1051    1.08526E+03    3.31757E+01    8.62723E-02    -7.40088E+01
  1052    1.08669E+03    3.28933E+01    8.63779E-02    -7.44629E+01
  1053    1.08801E+03    3.25919E+01    8.62361E-02    -7.50405E+01
  1054    1.09042E+03    3.23032E+01    8.60604E-02    -7.55189E+01
  1055    1.09356E+03    3.20503E+01    8.61714E-02    -7.58497E+01
  1056    1.09679E+03    3.17841E+01    8.64114E-02    -7.62148E+01
  1057    1.09956E+03    3.14910E+01    8.64272E-02    -7.66894E+01
  1058    1.10225E+03    3.11953E+01    8.63771E-02    -7.71636E+01
  1059    1.10654E+03    3.09541E+01    8.65200E-02    -7.76987E+01
  1060    1.11039E+03    3.07203E+01    8.66739E-02    -7.81602E+01
  1061    1.11373E+03    3.04458E+01    8.67180E-02    -7.84798E+01
  1062    1.11671E+03    3.01743E+01    8.67429E-02    -7.86687E+01
  1063    1.11779E+03    2.98834E+01    8.67410E-02    -7.86176E+01
  1064    1.11957E+03    2.96151E+01    8.66574E-02    -7.87817E+01
  1065    1.12308E+03    2.93360E+01    8.66175E-02    -7.92053E+01
  1066    1.12638E+03    2.90308E+01    8.66690E-02    -7.94601E+01
  1067    1.12919E+03    2.87408E+01    8.68324E-02    -7.94824E+01
  1068    1.13227E+03    2.84697E+01    8.70202E-02    -7.94626E+01
  1069    1.13449E+03    2.81953E+01    8.71305E-02    -7.94464E+01
  1070    1.13636E+03    2.79039E+01    8.70272E-02    -7.93670E+01
  1071    1.14079E+03    2.75953E+01    8.68345E-02    -7.93796E+01
  1072    1.14692E+03    2.73043E+01    8.68971E-02    -7.95499E+01
  1073    1.15154E+03    2.70257E+01    8.70898E-02    -7.97555E+01
  1074    1.15358E+03    2.67228E+01    8.72132E-02    -7.98078E+01
  1075    1.15361E+03    2.64218E+01    8.72366E-02    -7.96009E+01
  1076    1.15432E+03    2.61230E+01    8.72542E-02    -7.92835E+01
  1077    1.15691E+03    2.58049E+01    8.72996E-02    -7.89743E+01
  1078    1.16159E+03    2.55019E+01    8.73000E-02    -7.88567E+01
  1079    1.16648E+03    2.52506E+01    8.73486E-02    -7.88368E+01
  1080    1.16900E+03    2.49962E+01    8.73912E-02    -7.86810E+01
  1081    1.17023E+03    2.46938E+01    8.74595E-02    -7.84072E+01
  1082    1.17231E+03    2.44277E+01    8.76201E-02    -7.81741E+01
  1083    1.17543E+03    2.42007E+01    8.77048E-02    -7.80786E+01
  1084    1.17649E+03    2.39319E+01    8.77078E-02    -7.78450E+01
  1085    1.17747E+03    2.36334E+01    8.76750E-02    -7.73602E+01
  1086    1.18046E+03    2.33515E+01    8.75476E-02    -7.68902E+01
  1087    1.18245E+03    2.30758E+01    8.74469E-02    -7.65370E+01
  1088    1.18509E+03    2.28168E+01    8.74581E-02    -7.63565E+01
  1089    1.19037E+03    2.25876E+01    8.75407E-02    -7.63015E+01
  1090    1.19584E+03    2.23674E+01    8.76481E-02    -7.61421E+01
  1091    1.19913E+03    2.21244E+01    8.77683E-02    -7.57320E+01
  1092    1.20112E+03    2.18579E+01    8.79233E-02    -7.52565E+01
  1093    1.20273E+03    2.15892E+01    8.80727E-02    -7.48312E+01
  1094    1.20317E+03    2.13215E+01    8.82491E-02    -7.43358E+01
  1095    1.20356E+03    2.10601E+01    8.83408E-02    -7.38222E+01
  1096    1.20668E+03    2.08187E+01    8.81898E-02    -7.34228E+01
  1097    1.21113E+03    2.05705E+01    8.79661E-02    -7.30406E+01
  1098    1.21295E+03    2.03287E+01    8.78270E-02    -7.25618E+01
  1099    1.21302E+03    2.00994E+01    8.78041E-02    -7.19136E+01
  1100    1.21412E+03    1.98460E+01    8.79341E-02    -7.11766E+01
  1101    1.21517E+03    1.96009E+01    8.80775E-02    -7.04602E+01
  1102    1.21586E+03    1.93703E+01    8.82261E-02    -6.97661E+01
  1103    1.21760E+03    1.91247E+01    8.83187E-02    -6.90188E+01
  1104    1.21928E+03    1.88539E+01    8.82681E-02    -6.82715E+01
  1105    1.22049E+03    1.86057E+01    8.83180E-02    -6.75973E+01
  1106    1.22217E+03    1.84062E+01    8.84274E-02    -6.68622E+01
  1107    1.22343E+03    1.82240E+01    8.85340E-02    -6.61736E+01
  1108    1.22517E+03    1.80426E+01    8.86412E-02    -6.57225E+01
  1109    1.22754E+03    1.78697E+01    8.86278E-02    -6.54291E+01
  1110    1.22786E+03    1.76833E+01    8.86525E-02    -6.48020E+01
  1111    1.22779E+03    1.74625E+01    8.88270E-02    -6.38048E+01
  1112    1.22919E+03    1.72288E+01    8.88834E-02    -6.29402E+01
  1113    1.23015E+03    1.70294E+01    8.87153E-02    -6.23003E+01
  1114    1.23099E+03    1.68626E+01    8.85542E-02    -6.16365E+01
  1115    1.23326E+03    1.66877E+01    8.85634E-02    -6.08395E+01
  1116    1.23525E+03    1.65006E+01    8.86126E-02    -6.00071E+01
  1117    1.23532E+03    1.63201E+01    8.86016E-02    -5.92217E+01
  1118    1.23561E+03    1.61385E+01    8.86766E-02    -5.84354E+01
  1119    1.23755E+03    1.59667E+01    8.88957E-02    -5.76623E+01
  1120    1.23847E+03    1.58185E+01    8.89894E-02    -5.68836E+01
  1121    1.23813E+03    1.56710E+01    8.89726E-02    -5.60786E+01
  1122    1.23818E+03    1.55072E+01    8.90559E-02    -5.51814E+01
  1123    1.23882E+03    1.53519E+01    8.92655E-02    -5.42601E+01
  1124    1.23897E+03    1.51989E+01    8.95194E-02    -5.32165E+01
  1125    1.23911E+03    1.50515E+01    8.95415E-02    -5.21020E+01
  1126    1.24090E+03    1.49190E+01    8.92993E-02    -5.12338E+01
  1127    1.24327E+03    1.48079E+01    8.91434E-02    -5.06422E+01
  1128    1.24421E+03    1.46957E+01    8.91940E-02    -5.00076E+01
  1129    1.24173E+03    1.45670E+01    8.92280E-02    -4.91146E+01
  1130    1.23940E+03    1.44349E+01    8.92639E-02    -4.81000E+01
  1131    1.23955E+03    1.43187E+01    8.93547E-02    -4.70821E+01
  1132    1.23946E+03    1.42158E+01    8.93817E-02    -4.61423E+01
  1133    1.23906E+03    1.41172E+01    8.93706E-02    -4.53853E+01
  1134    1.23971E+03    1.40136E+01    8.93920E-02    -4.46425E+01
  1135    1.23894E+03    1.39287E+01    8.94390E-02    -4.38176E+01
  1136    1.23670E+03    1.38579E+01    8.94383E-02    -4.29843E+01
  1137    1.23543E+03    1.37633E+01    8.94384E-02    -4.20327E+01
  1138    1.23412E+03    1.36555E+01    8.94888E-02    -4.09538E+01
  1139    1.23220E+03    1.35732E+01    8.95122E-02    -3.98307E+01
  1140    1.23209E+03    1.35067E+01    8.94833E-02    -3.88230E+01
  1141    1.23241E+03    1.34303E+01    8.94751E-02    -3.79028E+01
  1142    1.23207E+03    1.33637E+01    8.95336E-02    -3.70203E+01
  1143    1.23260E+03    1.33180E+01    8.95830E-02    -3.61534E+01
  1144    1.23179E+03    1.32765E+01    8.95630E-02    -3.53063E+01
  1145    1.22951E+03    1.32488E+01    8.94388E-02    -3.45728E+01
  1146    1.22728E+03    1.32251E+01    8.93295E-02    -3.38142E+01
  1147    1.22406E+03    1.31842E+01    8.93243E-02    -3.28954E+01
  1148    1.22145E+03    1.31512E+01    8.93631E-02    -3.19667E+01
  1149    1.21836E+03    1.31206E+01    8.94131E-02    -3.09584E+01
  1150    1.21528E+03    1.30941E+01    8.94461E-02    -2.98892E+01
  1151    1.21310E+03    1.30648E+01    8.94128E-02    -2.88839E+01
  1152    1.21206E+03    1.30355E+01    8.93597E-02    -2.80430E+01
  1153    1.21352E+03    1.30356E+01    8.93580E-02    -2.73462E+01
  1154    1.21398E+03    1.30480E+01    8.95192E-02    -2.64636E+01
  1155    1.21102E+03    1.30517E+01    8.97461E-02    -2.54821E+01
  1156    1.20756E+03    1.30605E+01    8.98106E-02    -2.46444E+01
  1157    1.20424E+03    1.30670E+01    8.97372E-02    -2.37910E+01
  1158    1.20032E+03    1.30879E+01    8.96665E-02    -2.29599E+01
  1159    1.19579E+03    1.31169E+01    8.95239E-02    -2.20558E+01
  1160    1.19229E+03    1.31335E+01    8.93914E-02    -2.09838E+01
  1161    1.19107E+03    1.31598E+01    8.93432E-02    -2.00290E+01
  1162    1.18926E+03    1.32032E+01    8.93974E-02    -1.92421E+01
  1163    1.18576E+03    1.32514E+01    8.94484E-02    -1.84780E+01
  1164    1.18395E+03    1.32958E+01    8.94463E-02    -1.77891E+01
  1165    1.18421E+03    1.33456E+01    8.94853E-02    -1.71225E+01
  1166    1.18377E+03    1.33946E+01    8.93574E-02    -1.62885E+01
  1167    1.18074E+03    1.34365E+01    8.91678E-02    -1.53743E+01
  1168    1.17551E+03    1.34883E+01    8.91934E-02    -1.45271E+01
  1169    1.16981E+03    1.35543E+01    8.92969E-02    -1.38254E+01
  1170    1.16462E+03    1.36319E+01    8.93492E-02    -1.32574E+01
  1171    1.16022E+03    1.37049E+01    8.92956E-02    -1.24953E+01
  1172    1.15761E+03    1.37751E+01    8.91867E-02    -1.16315E+01
  1173    1.15542E+03    1.38570E+01    8.91829E-02    -1.08997E+01
  1174    1.15249E+03    1.39426E+01    8.91531E-02    -1.01626E+01
  1175    1.14934E+03    1.40265E+01    8.89755E-02    -9.37335E+00
  1176    1.14538E+03    1.41043E+01    8.88535E-02    -8.73445E+00
  1177    1.14187E+03    1.41853E+01    8.88675E-02    -8.18660E+00
  1178    1.14006E+03    1.42907E+01    8.88772E-02    -7.42574E+00
  1179    1.13661E+03    1.44301E+01    8.89331E-02    -6.54215E+00
  1180    1.13110E+03    1.45753E+01    8.90851E-02    -5.81077E+00
  1181    1.12702E+03    1.46943E+01    8.91087E-02    -5.25815E+00
  1182    1.12442E+03    1.47902E+01    8.90200E-02    -4.83037E+00
  1183    1.12088E+03    1.48960E+01    8.89540E-02    -4.34955E+00
