#    L    TT             EE             BB             TE
  3220    1.68470E+01    6.31387E-01    1.46482E-02    -9.53532E-01
  3221    1.67917E+01    6.29914E-01    1.46855E-02    -9.52733E-01
  3222    1.67764E+01    6.28938E-01    1.46097E-02    -9.58611E-01
  3223    1.68053E+01    6.28235E-01    1.45597E-02    -9.56714E-01
  3224    1.67434E+01    6.27589E-01    1.45962E-02    -9.57430E-01
  3225    1.67001E+01    6.24692E-01    1.45577E-02    -9.49975E-01
  3226    1.67004E+01    6.25290E-01    1.45584E-02    -9.55902E-01
  3227    1.66661E+01    6.22050E-01    1.45956E-02    -9.64281E-01
  3228    1.66395E+01    6.21862E-01    1.45214E-02    -9.65809E-01
  3229    1.66092E+01    6.18755E-01    1.45230E-02    -9.58509E-01
  3230    1.65299E+01    6.18390E-01    1.45001E-02    -9.53368E-01
  3231    1.65007E+01    6.17232E-01    1.45420E-02    -9.54743E-01
  3232    1.65622E+01    6.14906E-01    1.44442E-02    -9.65895E-01
  3233    1.64997E+01    6.14312E-01    1.44329E-02    -9.57463E-01
  3234    1.65083E+01    6.14599E-01    1.44635E-02    -9.68168E-01
  3235    1.64613E+01    6.08034E-01    1.44677E-02    -9.57164E-01
  3236    1.64064E+01    6.08564E-01    1.44516E-02    -9.60661E-01
  3237    1.63898E+01    6.05727E-01    1.44236E-02    -9.56330E-01
  3238    1.63196E+01    6.05208E-01    1.44050E-02    -9.53026E-01
  3239    1.63173E+01    6.02313E-01    1.44188E-02    -9.54510E-01
  3240    1.63010E+01    6.02710E-01    1.43779E-02    -9.59156E-01
  3241    1.62637E+01    6.00760E-01    1.43817E-02    -9.59348E-01
  3242    1.62444E+01    5.99583E-01    1.43666E-02    -9.56177E-01
  3243    1.62440E+01    5.96913E-01    1.43528E-02    -9.59650E-01
  3244    1.62244E+01    5.95244E-01    1.43058E-02    -9.56394E-01
  3245    1.61970E+01    5.95066E-01    1.43311E-02    -9.60318E-01
  3246    1.61786E+01    5.89648E-01    1.43090E-02    -9.51473E-01
  3247    1.61155E+01    5.90464E-01    1.43192E-02    -9.49896E-01
  3248    1.60855E+01    5.88839E-01    1.43043E-02    -9.55432E-01
  3249    1.60311E+01    5.86006E-01    1.42637E-02    -9.52506E-01
  3250    1.60931E+01    5.84248E-01    1.42868E-02    -9.55348E-01
  3251    1.59860E+01    5.83618E-01    1.42031E-02    -9.52091E-01
  3252    1.60018E+01    5.82672E-01    1.42255E-02    -9.54135E-01
  3253    1.59722E+01    5.79325E-01    1.42104E-02    -9.55231E-01
  3254    1.59170E+01    5.76726E-01    1.42156E-02    -9.41819E-01
  3255    1.59169E+01    5.75921E-01    1.42602E-02    -9.44033E-01
  3256    1.59119E+01    5.73356E-01    1.41680E-02    -9.43834E-01
  3257    1.58982E+01    5.73595E-01    1.41908E-02    -9.50274E-01
  3258    1.57997E+01    5.70788E-01    1.41154E-02    -9.37493E-01
  3259    1.58111E+01    5.70356E-01    1.41246E-02    -9.45818E-01
  3260    1.57969E+01    5.68420E-01    1.41529E-02    -9.40950E-01
  3261    1.58410E+01    5.66426E-01    1.41155E-02    -9.49177E-01
  3262    1.57150E+01    5.63295E-01    1.41072E-02    -9.38109E-01
  3263    1.56853E+01    5.62686E-01    1.41301E-02    -9.37697E-01
  3264    1.57024E+01    5.60425E-01    1.41239E-02    -9.35085E-01
  3265    1.56985E+01    5.58786E-01    1.40979E-02    -9.37240E-01
  3266    1.56359E+01    5.55130E-01    1.40563E-02    -9.26415E-01
  3267    1.55786E+01    5.55132E-01    1.40912E-02    -9.28488E-01
  3268    1.56247E+01    5.51802E-01    1.40793E-02    -9.31109E-01
  3269    1.55888E+01    5.52569E-01    1.40670E-02    -9.31924E-01
  3270    1.55854E+01    5.49666E-01    1.40343E-02    -9.31769E-01
  3271    1.54620E+01    5.48727E-01    1.39854E-02    -9.20062E-01
  3272    1.55429E+01    5.45972E-01    1.40156E-02    -9.32531E-01
  3273    1.54612E+01    5.45118E-01    1.40183E-02    -9.19654E-01
  3274    1.54464E+01    5.44352E-01    1.39920E-02    -9.24232E-01
  3275    1.54248E+01    5.37694E-01    1.39637E-02    -9.14981E-01
  3276    1.53610E+01    5.39717E-01    1.39412E-02    -9.17898E-01
  3277    1.53930E+01    5.35713E-01    1.39590E-02    -9.13898E-01
  3278    1.53239E+01    5.34658E-01    1.39464E-02    -9.11306E-01
  3279    1.53440E+01    5.32025E-01    1.39278E-02    -9.06194E-01
  3280    1.52887E+01    5.31084E-01    1.38850E-02    -9.14582E-01
  3281    1.52778E+01    5.29073E-01    1.39180E-02    -9.01846E-01
  3282    1.52343E+01    5.25823E-01    1.38960E-02    -9.03974E-01
  3283    1.52299E+01    5.24946E-01    1.38779E-02    -9.01581E-01
  3284    1.52169E+01    5.23781E-01    1.38615E-02    -9.02445E-01
  3285    1.51643E+01    5.23338E-01    1.38841E-02    -8.97702E-01
  3286    1.51374E+01    5.21943E-01    1.38907E-02    -8.97960E-01
  3287    1.50834E+01    5.19521E-01    1.37907E-02    -8.91201E-01
  3288    1.50598E+01    5.17368E-01    1.38214E-02    -8.85564E-01
  3289    1.50696E+01    5.15165E-01    1.38240E-02    -8.85685E-01
  3290    1.50372E+01    5.11985E-01    1.37406E-02    -8.81674E-01
  3291    1.50253E+01    5.12315E-01    1.38449E-02    -8.83435E-01
  3292    1.49896E+01    5.07976E-01    1.38044E-02    -8.76926E-01
  3293    1.49743E+01    5.09138E-01    1.38170E-02    -8.73811E-01
  3294    1.49090E+01    5.07280E-01    1.37786E-02    -8.75577E-01
  3295    1.48546E+01    5.05036E-01    1.37984E-02    -8.70868E-01
  3296    1.48652E+01    5.03428E-01    1.37786E-02    -8.66632E-01
  3297    1.48384E+01    4.99808E-01    1.37084E-02    -8.62905E-01
  3298    1.47979E+01    4.96981E-01    1.36548E-02    -8.60892E-01
  3299    1.47938E+01    4.96313E-01    1.37134E-02    -8.56804E-01
  3300    1.47553E+01    4.96007E-01    1.37113E-02    -8.55545E-01
  3301    1.46855E+01    4.94762E-01    1.37220E-02    -8.52055E-01
  3302    1.46925E+01    4.92252E-01    1.36520E-02    -8.46525E-01
  3303    1.46688E+01    4.90211E-01    1.36811E-02    -8.50327E-01
  3304    1.46950E+01    4.89165E-01    1.36210E-02    -8.47096E-01
  3305    1.46017E+01    4.87194E-01    1.36482E-02    -8.38238E-01
  3306    1.45830E+01    4.85487E-01    1.36049E-02    -8.38241E-01
  3307    1.45963E+01    4.85688E-01    1.36132E-02    -8.35731E-01
  3308    1.45778E+01    4.81612E-01    1.36255E-02    -8.30569E-01
  3309    1.45303E+01    4.80182E-01    1.35620E-02    -8.27104E-01
  3310    1.45249E+01    4.78137E-01    1.35687E-02    -8.25491E-01
  3311    1.44892E+01    4.78070E-01    1.35586E-02    -8.21403E-01
  3312    1.44548E+01    4.74302E-01    1.36089E-02    -8.16617E-01
  3313    1.43740E+01    4.71923E-01    1.35471E-02    -8.12338E-01
  3314    1.43986E+01    4.71633E-01    1.35289E-02    -8.09179E-01
  3315    1.43295E+01    4.69366E-01    1.35553E-02    -8.03345E-01
  3316    1.43036E+01    4.68501E-01    1.35146E-02    -8.05181E-01
  3317    1.43454E+01    4.66521E-01    1.35092E-02    -8.03683E-01
  3318    1.42864E+01    4.64364E-01    1.35167E-02    -7.94543E-01
  3319    1.42391E+01    4.62900E-01    1.34424E-02    -7.88241E-01
  3320    1.42946E+01    4.63254E-01    1.34544E-02    -7.96631E-01
  3321    1.41894E+01    4.61608E-01    1.34271E-02    -7.84431E-01
  3322    1.41710E+01    4.59092E-01    1.34555E-02    -7.87920E-01
  3323    1.41205E+01    4.56589E-01    1.34472E-02    -7.77386E-01
  3324    1.41280E+01    4.55599E-01    1.34547E-02    -7.75792E-01
  3325    1.40972E+01    4.54729E-01    1.34315E-02    -7.76405E-01
  3326    1.41053E+01    4.52009E-01    1.34729E-02    -7.70911E-01
  3327    1.40257E+01    4.51434E-01    1.33998E-02    -7.66352E-01
  3328    1.40258E+01    4.51082E-01    1.33682E-02    -7.66160E-01
  3329    1.39824E+01    4.47594E-01    1.33754E-02    -7.57982E-01
  3330    1.39673E+01    4.46145E-01    1.33527E-02    -7.55150E-01
  3331    1.39493E+01    4.45462E-01    1.33668E-02    -7.52085E-01
  3332    1.38868E+01    4.43858E-01    1.33492E-02    -7.42737E-01
  3333    1.38495E+01    4.42611E-01    1.33504E-02    -7.43813E-01
  3334    1.38582E+01    4.41108E-01    1.33375E-02    -7.40209E-01
  3335    1.38403E+01    4.39415E-01    1.32901E-02    -7.41119E-01
  3336    1.37790E+01    4.39110E-01    1.32719E-02    -7.34814E-01
  3337    1.37548E+01    4.37070E-01    1.33291E-02    -7.26844E-01
  3338    1.37789E+01    4.34931E-01    1.32825E-02    -7.27354E-01
  3339    1.36936E+01    4.32711E-01    1.32436E-02    -7.17369E-01
  3340    1.36304E+01    4.32267E-01    1.32577E-02    -7.17705E-01
  3341    1.36297E+01    4.31158E-01    1.32476E-02    -7.11912E-01
  3342    1.35783E+01    4.29849E-01    1.32713E-02    -7.05561E-01
  3343    1.35658E+01    4.28368E-01    1.32588E-02    -7.12428E-01
  3344    1.35295E+01    4.27634E-01    1.31768E-02    -7.01158E-01
  3345    1.34534E+01    4.26266E-01    1.32082E-02    -6.99013E-01
  3346    1.34377E+01    4.25555E-01    1.32231E-02    -6.96603E-01
  3347    1.34466E+01    4.24080E-01    1.31717E-02    -6.94685E-01
  3348    1.34115E+01    4.21555E-01    1.31675E-02    -6.87821E-01
  3349    1.33919E+01    4.21650E-01    1.31953E-02    -6.90892E-01
  3350    1.33383E+01    4.19473E-01    1.31519E-02    -6.80882E-01
  3351    1.33174E+01    4.18205E-01    1.31179E-02    -6.76777E-01
  3352    1.33208E+01    4.18326E-01    1.30994E-02    -6.77375E-01
  3353    1.32929E+01    4.15565E-01    1.30937E-02    -6.72031E-01
  3354    1.32266E+01    4.14106E-01    1.31257E-02    -6.64259E-01
  3355    1.32514E+01    4.14798E-01    1.30911E-02    -6.62973E-01
  3356    1.31271E+01    4.12504E-01    1.30909E-02    -6.54046E-01
  3357    1.31301E+01    4.11128E-01    1.30612E-02    -6.54027E-01
  3358    1.31219E+01    4.10321E-01    1.30482E-02    -6.55576E-01
  3359    1.31130E+01    4.07998E-01    1.30608E-02    -6.46556E-01
  3360    1.30562E+01    4.07807E-01    1.29968E-02    -6.39870E-01
  3361    1.30610E+01    4.07842E-01    1.30726E-02    -6.41945E-01
  3362    1.30097E+01    4.05724E-01    1.29979E-02    -6.40228E-01
  3363    1.29462E+01    4.04613E-01    1.30340E-02    -6.30903E-01
  3364    1.29708E+01    4.03960E-01    1.29813E-02    -6.36711E-01
  3365    1.28957E+01    4.02843E-01    1.29980E-02    -6.27018E-01
  3366    1.28880E+01    4.01384E-01    1.29809E-02    -6.29549E-01
  3367    1.28647E+01    4.00632E-01    1.29608E-02    -6.22208E-01
  3368    1.28298E+01    4.00108E-01    1.29266E-02    -6.17273E-01
  3369    1.27763E+01    3.98694E-01    1.29707E-02    -6.18822E-01
  3370    1.27290E+01    3.97309E-01    1.29911E-02    -6.08602E-01
  3371    1.27356E+01    3.96101E-01    1.29579E-02    -6.04409E-01
  3372    1.26839E+01    3.96219E-01    1.29327E-02    -6.06401E-01
  3373    1.26597E+01    3.95541E-01    1.29242E-02    -5.99205E-01
  3374    1.26314E+01    3.94397E-01    1.28812E-02    -5.94398E-01
  3375    1.25892E+01    3.93611E-01    1.28793E-02    -5.99975E-01
  3376    1.26004E+01    3.92034E-01    1.28785E-02    -5.94025E-01
  3377    1.25138E+01    3.90293E-01    1.28817E-02    -5.84424E-01
  3378    1.24881E+01    3.89877E-01    1.28889E-02    -5.83728E-01
  3379    1.24630E+01    3.89775E-01    1.28771E-02    -5.81890E-01
  3380    1.24106E+01    3.88668E-01    1.28041E-02    -5.78928E-01
  3381    1.24329E+01    3.88487E-01    1.28106E-02    -5.78331E-01
  3382    1.23865E+01    3.86380E-01    1.28156E-02    -5.69493E-01
  3383    1.23693E+01    3.86437E-01    1.28037E-02    -5.71361E-01
  3384    1.23100E+01    3.85911E-01    1.27692E-02    -5.68486E-01
  3385    1.22687E+01    3.84819E-01    1.27671E-02    -5.67077E-01
  3386    1.22235E+01    3.84570E-01    1.27829E-02    -5.61237E-01
  3387    1.22171E+01    3.83896E-01    1.27329E-02    -5.55201E-01
  3388    1.21787E+01    3.82075E-01    1.27553E-02    -5.54983E-01
  3389    1.21449E+01    3.81888E-01    1.27783E-02    -5.52056E-01
  3390    1.21398E+01    3.80909E-01    1.27276E-02    -5.50966E-01
  3391    1.21087E+01    3.79525E-01    1.27305E-02    -5.45722E-01
  3392    1.20734E+01    3.79525E-01    1.26879E-02    -5.43025E-01
  3393    1.20177E+01    3.77186E-01    1.26915E-02    -5.36871E-01
  3394    1.20280E+01    3.78188E-01    1.26897E-02    -5.39717E-01
  3395    1.19801E+01    3.76423E-01    1.26759E-02    -5.38311E-01
  3396    1.19404E+01    3.75907E-01    1.26894E-02    -5.33030E-01
  3397    1.18829E+01    3.75099E-01    1.26437E-02    -5.27201E-01
  3398    1.18991E+01    3.76024E-01    1.26301E-02    -5.25422E-01
  3399    1.18620E+01    3.74143E-01    1.26661E-02    -5.22687E-01
  3400    1.18135E+01    3.74088E-01    1.26273E-02    -5.22766E-01
  3401    1.17998E+01    3.73111E-01    1.26383E-02    -5.15715E-01
  3402    1.17523E+01    3.72967E-01    1.25830E-02    -5.16809E-01
  3403    1.17177E+01    3.71289E-01    1.25909E-02    -5.11085E-01
  3404    1.16770E+01    3.69952E-01    1.26134E-02    -5.05474E-01
  3405    1.16767E+01    3.71047E-01    1.25714E-02    -5.08383E-01
  3406    1.16197E+01    3.70187E-01    1.25617E-02    -5.09776E-01
  3407    1.15964E+01    3.69683E-01    1.25778E-02    -5.00803E-01
  3408    1.15873E+01    3.68966E-01    1.25625E-02    -5.00406E-01
  3409    1.15448E+01    3.68006E-01    1.25350E-02    -5.01338E-01
  3410    1.14756E+01    3.66951E-01    1.25421E-02    -4.94980E-01
  3411    1.14842E+01    3.66311E-01    1.25178E-02    -4.94171E-01
  3412    1.14472E+01    3.67427E-01    1.25368E-02    -4.91326E-01
  3413    1.14209E+01    3.66542E-01    1.24860E-02    -4.87746E-01
  3414    1.13578E+01    3.65070E-01    1.24662E-02    -4.88131E-01
  3415    1.13398E+01    3.63936E-01    1.24954E-02    -4.85434E-01
  3416    1.13344E+01    3.65361E-01    1.24395E-02    -4.88633E-01
  3417    1.13163E+01    3.64891E-01    1.24182E-02    -4.86138E-01
  3418    1.12586E+01    3.63674E-01    1.24248E-02    -4.81310E-01
  3419    1.12147E+01    3.62570E-01    1.24344E-02    -4.76438E-01
  3420    1.11837E+01    3.62520E-01    1.24692E-02    -4.72571E-01
  3421    1.11912E+01    3.62802E-01    1.24466E-02    -4.75819E-01
  3422    1.11339E+01    3.61045E-01    1.24550E-02    -4.73646E-01
  3423    1.11225E+01    3.61618E-01    1.24155E-02    -4.68852E-01
  3424    1.10886E+01    3.59130E-01    1.23493E-02    -4.61411E-01
  3425    1.10649E+01    3.60443E-01    1.23927E-02    -4.69117E-01
  3426    1.10169E+01    3.59415E-01    1.23846E-02    -4.64943E-01
  3427    1.09637E+01    3.58964E-01    1.23551E-02    -4.61918E-01
  3428    1.09700E+01    3.58309E-01    1.23455E-02    -4.60549E-01
  3429    1.08862E+01    3.58018E-01    1.23464E-02    -4.56291E-01
  3430    1.08989E+01    3.57671E-01    1.23824E-02    -4.56935E-01
  3431    1.08784E+01    3.57553E-01    1.23345E-02    -4.53130E-01
  3432    1.08101E+01    3.56923E-01    1.23236E-02    -4.54343E-01
  3433    1.08019E+01    3.55574E-01    1.23112E-02    -4.50883E-01
  3434    1.07604E+01    3.55263E-01    1.22382E-02    -4.48178E-01
  3435    1.07757E+01    3.54970E-01    1.22828E-02    -4.55447E-01
  3436    1.07224E+01    3.55638E-01    1.23088E-02    -4.49863E-01
  3437    1.07272E+01    3.54723E-01    1.22564E-02    -4.45263E-01
  3438    1.06384E+01    3.54056E-01    1.22914E-02    -4.40835E-01
  3439    1.06184E+01    3.53166E-01    1.22776E-02    -4.45323E-01
  3440    1.06233E+01    3.52490E-01    1.22419E-02    -4.40544E-01
  3441    1.06005E+01    3.52867E-01    1.22258E-02    -4.40425E-01
  3442    1.05672E+01    3.52482E-01    1.22126E-02    -4.42376E-01
  3443    1.05445E+01    3.51931E-01    1.22319E-02    -4.40007E-01
  3444    1.05070E+01    3.51101E-01    1.21976E-02    -4.36527E-01
  3445    1.04812E+01    3.51361E-01    1.21798E-02    -4.37655E-01
  3446    1.04835E+01    3.51855E-01    1.21797E-02    -4.39884E-01
  3447    1.04268E+01    3.49482E-01    1.22030E-02    -4.34019E-01
  3448    1.03582E+01    3.50384E-01    1.21628E-02    -4.32429E-01
  3449    1.03733E+01    3.47971E-01    1.20999E-02    -4.33115E-01
  3450    1.03312E+01    3.49435E-01    1.21465E-02    -4.29619E-01
  3451    1.02821E+01    3.48675E-01    1.21463E-02    -4.28370E-01
  3452    1.02719E+01    3.49078E-01    1.21361E-02    -4.30044E-01
  3453    1.02380E+01    3.47663E-01    1.21442E-02    -4.30643E-01
  3454    1.02415E+01    3.47568E-01    1.20954E-02    -4.30990E-01
  3455    1.02015E+01    3.48124E-01    1.21232E-02    -4.28634E-01
  3456    1.01560E+01    3.46836E-01    1.20585E-02    -4.27458E-01
  3457    1.01414E+01    3.46489E-01    1.20703E-02    -4.32032E-01
  3458    1.01267E+01    3.45979E-01    1.20829E-02    -4.27475E-01
  3459    1.01148E+01    3.46216E-01    1.21095E-02    -4.22189E-01
  3460    1.00403E+01    3.45647E-01    1.20314E-02    -4.22728E-01
  3461    1.00419E+01    3.44085E-01    1.20080E-02    -4.21334E-01
  3462    1.00041E+01    3.45259E-01    1.20217E-02    -4.22467E-01
  3463    1.00036E+01    3.44657E-01    1.20509E-02    -4.24379E-01
  3464    9.93228E+00    3.43656E-01    1.20142E-02    -4.19362E-01
  3465    9.97856E+00    3.43836E-01    1.19874E-02    -4.25081E-01
  3466    9.89575E+00    3.42729E-01    1.19566E-02    -4.23484E-01
  3467    9.92087E+00    3.43857E-01    1.19835E-02    -4.20586E-01
  3468    9.87535E+00    3.42510E-01    1.19638E-02    -4.20757E-01
  3469    9.84462E+00    3.42080E-01    1.19547E-02    -4.24792E-01
  3470    9.80664E+00    3.41424E-01    1.19493E-02    -4.15791E-01
  3471    9.77985E+00    3.41161E-01    1.19550E-02    -4.17363E-01
  3472    9.74421E+00    3.40161E-01    1.19276E-02    -4.17325E-01
  3473    9.71582E+00    3.40557E-01    1.19398E-02    -4.17421E-01
  3474    9.72545E+00    3.40304E-01    1.19105E-02    -4.20974E-01
  3475    9.69461E+00    3.38266E-01    1.19054E-02    -4.15516E-01
  3476    9.66296E+00    3.39350E-01    1.18878E-02    -4.10616E-01
  3477    9.64008E+00    3.39068E-01    1.19037E-02    -4.14419E-01
  3478    9.60923E+00    3.37416E-01    1.18529E-02    -4.15431E-01
  3479    9.60793E+00    3.37976E-01    1.18973E-02    -4.13231E-01
  3480    9.58625E+00    3.37764E-01    1.18428E-02    -4.15442E-01
  3481    9.56358E+00    3.36912E-01    1.18701E-02    -4.16626E-01
  3482    9.50531E+00    3.37979E-01    1.18406E-02    -4.13165E-01
  3483    9.49454E+00    3.36220E-01    1.18182E-02    -4.13541E-01
  3484    9.47159E+00    3.35959E-01    1.18204E-02    -4.10499E-01
  3485    9.45449E+00    3.35696E-01    1.18061E-02    -4.12757E-01
  3486    9.43250E+00    3.34978E-01    1.18413E-02    -4.14173E-01
  3487    9.39198E+00    3.34821E-01    1.17681E-02    -4.13625E-01
  3488    9.38168E+00    3.33747E-01    1.18146E-02    -4.11664E-01
  3489    9.36707E+00    3.31791E-01    1.17812E-02    -4.12447E-01
  3490    9.35533E+00    3.32885E-01    1.17723E-02    -4.16724E-01
  3491    9.33380E+00    3.31661E-01    1.17479E-02    -4.15180E-01
  3492    9.31153E+00    3.32874E-01    1.17354E-02    -4.14987E-01
  3493    9.27996E+00    3.30762E-01    1.17656E-02    -4.11378E-01
  3494    9.26512E+00    3.30221E-01    1.17088E-02    -4.10857E-01
  3495    9.25228E+00    3.30568E-01    1.17218E-02    -4.13314E-01
  3496    9.22373E+00    3.29957E-01    1.17389E-02    -4.16526E-01
  3497    9.17162E+00    3.28585E-01    1.17102E-02    -4.12474E-01
  3498    9.18019E+00    3.28989E-01    1.16976E-02    -4.14479E-01
  3499    9.14622E+00    3.27588E-01    1.16950E-02    -4.11522E-01
  3500    9.11790E+00    3.28062E-01    1.17106E-02    -4.11990E-01
  3501    9.08624E+00    3.26494E-01    1.16967E-02    -4.11349E-01
  3502    9.12365E+00    3.28057E-01    1.16564E-02    -4.12847E-01
  3503    9.06980E+00    3.25759E-01    1.16609E-02    -4.11274E-01
  3504    9.03731E+00    3.26144E-01    1.16403E-02    -4.12518E-01
  3505    9.01909E+00    3.24621E-01    1.16630E-02    -4.10882E-01
  3506    9.01252E+00    3.24494E-01    1.16674E-02    -4.10639E-01
  3507    8.98556E+00    3.25493E-01    1.16241E-02    -4.13135E-01
  3508    8.97436E+00    3.23756E-01    1.16165E-02    -4.10027E-01
  3509    8.92235E+00    3.23900E-01    1.16035E-02    -4.14586E-01
  3510    8.90529E+00    3.22391E-01    1.15976E-02    -4.08497E-01
  3511    8.91508E+00    3.22349E-01    1.16184E-02    -4.11337E-01
  3512    8.87405E+00    3.21509E-01    1.15348E-02    -4.14373E-01
  3513    8.85999E+00    3.20499E-01    1.15546E-02    -4.13789E-01
  3514    8.86732E+00    3.21273E-01    1.15644E-02    -4.15715E-01
  3515    8.82622E+00    3.19549E-01    1.15705E-02    -4.12101E-01
  3516    8.79239E+00    3.19567E-01    1.15133E-02    -4.10331E-01
  3517    8.80192E+00    3.18557E-01    1.15410E-02    -4.10362E-01
  3518    8.78331E+00    3.17968E-01    1.15280E-02    -4.14498E-01
  3519    8.74062E+00    3.15806E-01    1.15101E-02    -4.09955E-01
  3520    8.72326E+00    3.17452E-01    1.15078E-02    -4.14706E-01
  3521    8.72330E+00    3.16368E-01    1.14673E-02    -4.12060E-01
  3522    8.68732E+00    3.15876E-01    1.15060E-02    -4.17821E-01
  3523    8.67972E+00    3.14743E-01    1.14838E-02    -4.11654E-01
  3524    8.64205E+00    3.14715E-01    1.14675E-02    -4.12391E-01
  3525    8.64776E+00    3.13933E-01    1.14476E-02    -4.10059E-01
  3526    8.63830E+00    3.12904E-01    1.14603E-02    -4.16374E-01
  3527    8.59609E+00    3.12882E-01    1.14609E-02    -4.12443E-01
  3528    8.60650E+00    3.12709E-01    1.14600E-02    -4.10867E-01
  3529    8.57990E+00    3.10131E-01    1.14317E-02    -4.11094E-01
  3530    8.55378E+00    3.09818E-01    1.14136E-02    -4.13726E-01
  3531    8.54491E+00    3.10799E-01    1.14097E-02    -4.13182E-01
  3532    8.55370E+00    3.10040E-01    1.13903E-02    -4.15754E-01
  3533    8.48835E+00    3.09687E-01    1.13806E-02    -4.17100E-01
  3534    8.49437E+00    3.07946E-01    1.13974E-02    -4.13623E-01
  3535    8.45554E+00    3.05987E-01    1.13683E-02    -4.10681E-01
  3536    8.44737E+00    3.06667E-01    1.13258E-02    -4.11160E-01
  3537    8.43710E+00    3.06767E-01    1.13784E-02    -4.14719E-01
  3538    8.41906E+00    3.05972E-01    1.13353E-02    -4.14565E-01
  3539    8.39599E+00    3.04265E-01    1.13382E-02    -4.13749E-01
  3540    8.39087E+00    3.04511E-01    1.13193E-02    -4.13113E-01
  3541    8.35198E+00    3.02917E-01    1.13546E-02    -4.11190E-01
  3542    8.35118E+00    3.02588E-01    1.12938E-02    -4.12669E-01
  3543    8.32060E+00    3.02214E-01    1.12982E-02    -4.12902E-01
  3544    8.31359E+00    3.01780E-01    1.12917E-02    -4.13030E-01
  3545    8.28986E+00    3.02094E-01    1.12724E-02    -4.13649E-01
  3546    8.26958E+00    2.99324E-01    1.12992E-02    -4.12667E-01
  3547    8.27630E+00    2.99101E-01    1.13012E-02    -4.14600E-01
  3548    8.23482E+00    2.98463E-01    1.12746E-02    -4.13901E-01
  3549    8.24756E+00    2.99001E-01    1.12378E-02    -4.14314E-01
  3550    8.22942E+00    2.97490E-01    1.12446E-02    -4.10559E-01
  3551    8.22204E+00    2.95973E-01    1.12360E-02    -4.13552E-01
  3552    8.19097E+00    2.95842E-01    1.12250E-02    -4.10469E-01
  3553    8.17513E+00    2.95086E-01    1.12160E-02    -4.11485E-01
  3554    8.18119E+00    2.94868E-01    1.12348E-02    -4.11177E-01
  3555    8.17647E+00    2.93518E-01    1.11611E-02    -4.12482E-01
  3556    8.13105E+00    2.93451E-01    1.11697E-02    -4.13699E-01
  3557    8.11453E+00    2.91094E-01    1.11879E-02    -4.09948E-01
  3558    8.09292E+00    2.91355E-01    1.12175E-02    -4.10798E-01
  3559    8.07226E+00    2.90216E-01    1.11555E-02    -4.10458E-01
  3560    8.06820E+00    2.90282E-01    1.11533E-02    -4.09811E-01
  3561    8.04649E+00    2.88977E-01    1.11333E-02    -4.09437E-01
  3562    8.04509E+00    2.89151E-01    1.11524E-02    -4.09464E-01
  3563    8.02228E+00    2.86742E-01    1.11044E-02    -4.09976E-01
  3564    8.01811E+00    2.86766E-01    1.11102E-02    -4.08930E-01
  3565    7.99879E+00    2.85321E-01    1.10894E-02    -4.09857E-01
  3566    7.98502E+00    2.85584E-01    1.10962E-02    -4.09997E-01
  3567    7.99168E+00    2.84473E-01    1.11139E-02    -4.10076E-01
  3568    7.95930E+00    2.84138E-01    1.11091E-02    -4.07120E-01
  3569    7.93009E+00    2.82440E-01    1.10879E-02    -4.04808E-01
  3570    7.93770E+00    2.82686E-01    1.10701E-02    -4.06271E-01
  3571    7.92627E+00    2.81552E-01    1.10700E-02    -4.04419E-01
  3572    7.90602E+00    2.80787E-01    1.10626E-02    -4.03717E-01
  3573    7.86483E+00    2.80143E-01    1.10847E-02    -4.06279E-01
  3574    7.88742E+00    2.78718E-01    1.10372E-02    -4.09267E-01
  3575    7.85773E+00    2.78036E-01    1.10032E-02    -4.03608E-01
  3576    7.84625E+00    2.77725E-01    1.10120E-02    -4.06924E-01
  3577    7.81818E+00    2.77108E-01    1.10078E-02    -4.06061E-01
  3578    7.83103E+00    2.76529E-01    1.09941E-02    -4.07060E-01
  3579    7.79450E+00    2.75212E-01    1.09837E-02    -4.07722E-01
  3580    7.79538E+00    2.73977E-01    1.10039E-02    -4.02935E-01
  3581    7.79051E+00    2.73720E-01    1.09664E-02    -4.04160E-01
  3582    7.75107E+00    2.73211E-01    1.09647E-02    -4.00355E-01
  3583    7.74776E+00    2.72230E-01    1.09667E-02    -4.04427E-01
  3584    7.73213E+00    2.71600E-01    1.09682E-02    -4.04956E-01
  3585    7.70327E+00    2.70935E-01    1.09541E-02    -4.01845E-01
  3586    7.70045E+00    2.69804E-01    1.09257E-02    -4.00248E-01
  3587    7.67783E+00    2.68785E-01    1.09480E-02    -3.99469E-01
  3588    7.66798E+00    2.67817E-01    1.09272E-02    -3.98016E-01
  3589    7.68104E+00    2.67385E-01    1.08987E-02    -3.99677E-01
  3590    7.66263E+00    2.66502E-01    1.08848E-02    -4.01213E-01
  3591    7.63918E+00    2.65485E-01    1.08515E-02    -4.00234E-01
  3592    7.61600E+00    2.65359E-01    1.08959E-02    -3.97900E-01
  3593    7.60730E+00    2.63690E-01    1.08653E-02    -3.95916E-01
  3594    7.57244E+00    2.63779E-01    1.08840E-02    -3.93525E-01
  3595    7.57493E+00    2.63365E-01    1.08802E-02    -3.96282E-01
  3596    7.55635E+00    2.61217E-01    1.08526E-02    -3.92548E-01
