#    L    TT             EE             BB             TE
  1463    7.79877E+02    1.11661E+01    7.65089E-02    -1.94091E+01
  1464    7.77831E+02    1.11325E+01    7.61456E-02    -1.87690E+01
  1465    7.73708E+02    1.11085E+01    7.64907E-02    -1.82578E+01
  1466    7.70569E+02    1.11150E+01    7.63853E-02    -1.77312E+01
  1467    7.71846E+02    1.11676E+01    7.61024E-02    -1.69001E+01
  1468    7.67812E+02    1.11360E+01    7.65135E-02    -1.61422E+01
  1469    7.64360E+02    1.10934E+01    7.59627E-02    -1.52445E+01
  1470    7.66044E+02    1.11660E+01    7.60404E-02    -1.52740E+01
  1471    7.62220E+02    1.11468E+01    7.59375E-02    -1.44968E+01
  1472    7.60330E+02    1.11910E+01    7.55869E-02    -1.39941E+01
  1473    7.57244E+02    1.11588E+01    7.57438E-02    -1.31509E+01
  1474    7.55749E+02    1.12194E+01    7.55080E-02    -1.26439E+01
  1475    7.50058E+02    1.11881E+01    7.55884E-02    -1.22075E+01
  1476    7.53274E+02    1.12864E+01    7.57073E-02    -1.18625E+01
  1477    7.50340E+02    1.12426E+01    7.58836E-02    -1.12106E+01
  1478    7.47298E+02    1.13275E+01    7.56342E-02    -1.04239E+01
  1479    7.43941E+02    1.13165E+01    7.57557E-02    -1.02351E+01
  1480    7.40916E+02    1.13766E+01    7.53306E-02    -9.38654E+00
  1481    7.38607E+02    1.14039E+01    7.56931E-02    -8.91076E+00
  1482    7.35095E+02    1.14681E+01    7.52740E-02    -8.78986E+00
  1483    7.31332E+02    1.14830E+01    7.51727E-02    -7.89091E+00
  1484    7.32307E+02    1.15367E+01    7.52668E-02    -7.43225E+00
  1485    7.32304E+02    1.15801E+01    7.52688E-02    -6.95700E+00
  1486    7.26498E+02    1.16288E+01    7.53606E-02    -6.42236E+00
  1487    7.22154E+02    1.17287E+01    7.50828E-02    -6.04702E+00
  1488    7.16359E+02    1.17556E+01    7.49134E-02    -5.28266E+00
  1489    7.19739E+02    1.17517E+01    7.50594E-02    -4.79348E+00
  1490    7.13284E+02    1.18623E+01    7.52526E-02    -4.42467E+00
  1491    7.12582E+02    1.19007E+01    7.45769E-02    -4.18232E+00
  1492    7.07840E+02    1.20081E+01    7.50251E-02    -3.45854E+00
  1493    7.08272E+02    1.20838E+01    7.47109E-02    -3.22001E+00
  1494    7.05769E+02    1.21372E+01    7.45542E-02    -2.91056E+00
  1495    7.00762E+02    1.21423E+01    7.48824E-02    -2.56388E+00
  1496    7.00856E+02    1.22474E+01    7.46622E-02    -1.78852E+00
  1497    6.97101E+02    1.23206E+01    7.44955E-02    -1.48834E+00
  1498    6.90902E+02    1.23708E+01    7.47712E-02    -1.23320E+00
  1499    6.90588E+02    1.24607E+01    7.40691E-02    -5.84219E-01
  1500    6.87972E+02    1.25906E+01    7.45123E-02    -2.07708E-01
  1501    6.81268E+02    1.25981E+01    7.41058E-02    -2.11932E-01
  1502    6.79431E+02    1.27265E+01    7.42989E-02    2.29190E-01
  1503    6.78839E+02    1.27485E+01    7.40797E-02    9.21047E-01
  1504    6.76978E+02    1.27996E+01    7.40710E-02    1.13164E+00
  1505    6.70712E+02    1.29822E+01    7.38613E-02    1.14173E+00
  1506    6.70064E+02    1.30380E+01    7.41791E-02    1.72189E+00
  1507    6.65933E+02    1.31623E+01    7.35051E-02    2.08582E+00
  1508    6.62423E+02    1.32639E+01    7.38039E-02    2.40682E+00
  1509    6.57219E+02    1.32587E+01    7.31682E-02    2.76934E+00
  1510    6.55043E+02    1.34219E+01    7.33532E-02    2.75410E+00
  1511    6.56645E+02    1.35083E+01    7.33451E-02    3.30252E+00
  1512    6.55099E+02    1.36384E+01    7.39325E-02    3.51375E+00
  1513    6.47300E+02    1.36377E+01    7.34456E-02    3.68905E+00
  1514    6.43338E+02    1.37065E+01    7.31944E-02    4.08656E+00
  1515    6.39672E+02    1.39058E+01    7.33278E-02    3.89930E+00
  1516    6.34462E+02    1.38872E+01    7.32535E-02    4.05098E+00
  1517    6.32016E+02    1.40770E+01    7.29336E-02    4.63717E+00
  1518    6.33597E+02    1.41564E+01    7.35739E-02    4.63159E+00
  1519    6.27541E+02    1.42711E+01    7.26637E-02    5.08229E+00
  1520    6.25921E+02    1.43717E+01    7.29489E-02    5.41395E+00
  1521    6.20482E+02    1.45267E+01    7.26758E-02    5.30611E+00
  1522    6.15943E+02    1.45532E+01    7.29931E-02    5.36464E+00
  1523    6.15540E+02    1.46463E+01    7.27007E-02    5.63303E+00
  1524    6.12033E+02    1.47910E+01    7.27579E-02    5.97779E+00
  1525    6.07466E+02    1.48960E+01    7.29014E-02    5.87770E+00
  1526    6.08572E+02    1.50260E+01    7.24643E-02    6.18068E+00
  1527    6.03975E+02    1.51085E+01    7.20150E-02    6.21727E+00
  1528    5.99664E+02    1.51918E+01    7.23574E-02    6.28461E+00
  1529    5.97882E+02    1.53640E+01    7.21845E-02    6.72749E+00
  1530    5.91580E+02    1.54057E+01    7.19950E-02    6.36358E+00
  1531    5.90155E+02    1.54851E+01    7.21454E-02    6.82335E+00
  1532    5.86436E+02    1.55882E+01    7.16520E-02    6.35207E+00
  1533    5.82300E+02    1.57358E+01    7.19795E-02    6.63705E+00
  1534    5.78503E+02    1.58791E+01    7.17517E-02    6.61568E+00
  1535    5.75973E+02    1.59551E+01    7.15183E-02    6.61609E+00
  1536    5.75785E+02    1.59796E+01    7.11608E-02    6.58272E+00
  1537    5.73529E+02    1.61007E+01    7.17081E-02    6.95970E+00
  1538    5.65483E+02    1.62860E+01    7.13358E-02    6.89588E+00
  1539    5.63420E+02    1.63894E+01    7.12662E-02    7.04504E+00
  1540    5.60386E+02    1.64857E+01    7.15629E-02    6.70606E+00
  1541    5.57373E+02    1.65572E+01    7.13293E-02    6.61998E+00
  1542    5.56752E+02    1.67405E+01    7.11053E-02    6.81501E+00
  1543    5.50822E+02    1.67184E+01    7.09916E-02    6.68885E+00
  1544    5.49786E+02    1.68751E+01    7.09522E-02    6.64669E+00
  1545    5.48572E+02    1.70524E+01    7.11067E-02    6.68250E+00
  1546    5.46159E+02    1.71267E+01    7.06960E-02    6.60175E+00
  1547    5.40239E+02    1.72267E+01    7.08976E-02    6.39220E+00
  1548    5.36615E+02    1.73478E+01    7.05967E-02    6.41750E+00
  1549    5.37014E+02    1.73491E+01    7.02812E-02    6.28205E+00
  1550    5.32583E+02    1.75460E+01    7.09420E-02    6.40564E+00
  1551    5.30022E+02    1.75605E+01    7.06721E-02    6.23685E+00
  1552    5.25321E+02    1.77657E+01    7.05469E-02    5.73109E+00
  1553    5.23999E+02    1.78121E+01    7.01673E-02    5.73372E+00
  1554    5.20589E+02    1.80179E+01    7.01141E-02    5.44829E+00
  1555    5.19606E+02    1.79802E+01    7.01736E-02    5.67021E+00
  1556    5.15346E+02    1.81241E+01    7.00638E-02    5.21767E+00
  1557    5.13239E+02    1.82922E+01    6.96953E-02    5.16054E+00
  1558    5.09801E+02    1.82433E+01    6.95159E-02    5.35682E+00
  1559    5.05221E+02    1.83291E+01    6.95952E-02    4.81952E+00
  1560    5.04598E+02    1.85538E+01    6.96488E-02    4.51147E+00
  1561    5.00866E+02    1.85508E+01    6.95278E-02    4.67045E+00
  1562    5.01225E+02    1.87218E+01    6.93678E-02    4.19364E+00
  1563    4.96919E+02    1.87711E+01    6.94887E-02    4.39383E+00
  1564    4.93635E+02    1.88681E+01    6.95113E-02    3.79889E+00
  1565    4.90273E+02    1.89268E+01    6.92751E-02    3.70368E+00
  1566    4.88450E+02    1.89787E+01    6.92073E-02    3.43601E+00
  1567    4.85671E+02    1.90807E+01    6.89411E-02    3.22681E+00
  1568    4.84559E+02    1.91707E+01    6.91179E-02    2.81478E+00
  1569    4.80733E+02    1.91758E+01    6.92475E-02    2.49199E+00
  1570    4.79310E+02    1.93539E+01    6.92432E-02    2.31092E+00
  1571    4.75387E+02    1.93977E+01    6.89816E-02    1.98823E+00
  1572    4.73361E+02    1.94599E+01    6.85479E-02    1.96096E+00
  1573    4.71792E+02    1.95301E+01    6.86181E-02    1.57497E+00
  1574    4.70552E+02    1.95290E+01    6.86771E-02    1.24052E+00
  1575    4.67088E+02    1.96058E+01    6.83944E-02    8.06880E-01
  1576    4.63555E+02    1.97583E+01    6.85640E-02    8.02119E-01
  1577    4.62603E+02    1.97949E+01    6.83467E-02    4.59576E-01
  1578    4.59067E+02    1.98332E+01    6.81720E-02    -4.05198E-02
  1579    4.56497E+02    1.99222E+01    6.79662E-02    5.56557E-02
  1580    4.55534E+02    1.99380E+01    6.82705E-02    -6.42975E-01
  1581    4.54351E+02    2.00506E+01    6.81477E-02    -4.63372E-01
  1582    4.50447E+02    2.01801E+01    6.77522E-02    -8.37728E-01
  1583    4.50194E+02    2.00973E+01    6.80346E-02    -1.75071E+00
  1584    4.46881E+02    2.02002E+01    6.77682E-02    -1.67859E+00
  1585    4.46309E+02    2.02711E+01    6.75931E-02    -1.90079E+00
  1586    4.43204E+02    2.02841E+01    6.75482E-02    -2.50958E+00
  1587    4.38512E+02    2.03231E+01    6.75353E-02    -2.74085E+00
  1588    4.37273E+02    2.04021E+01    6.76567E-02    -3.37717E+00
  1589    4.36883E+02    2.04518E+01    6.70980E-02    -3.30470E+00
  1590    4.37525E+02    2.04195E+01    6.73370E-02    -4.20995E+00
  1591    4.32276E+02    2.04471E+01    6.72293E-02    -4.41904E+00
  1592    4.31166E+02    2.05031E+01    6.72016E-02    -4.61177E+00
  1593    4.31373E+02    2.06187E+01    6.69832E-02    -4.62852E+00
  1594    4.28525E+02    2.05025E+01    6.71586E-02    -4.96168E+00
  1595    4.29210E+02    2.06298E+01    6.71250E-02    -5.78706E+00
  1596    4.25207E+02    2.06241E+01    6.68119E-02    -6.14502E+00
  1597    4.24676E+02    2.06600E+01    6.66530E-02    -6.57230E+00
  1598    4.22599E+02    2.06895E+01    6.64963E-02    -7.00673E+00
  1599    4.20111E+02    2.07877E+01    6.71680E-02    -7.07485E+00
  1600    4.18888E+02    2.09101E+01    6.66396E-02    -7.75664E+00
  1601    4.18322E+02    2.07625E+01    6.66050E-02    -7.91612E+00
  1602    4.15825E+02    2.08067E+01    6.63222E-02    -8.42489E+00
  1603    4.15141E+02    2.07418E+01    6.65320E-02    -8.59833E+00
  1604    4.14324E+02    2.06735E+01    6.61364E-02    -8.98194E+00
  1605    4.11481E+02    2.08432E+01    6.64857E-02    -9.41158E+00
  1606    4.10411E+02    2.07930E+01    6.61593E-02    -1.00349E+01
  1607    4.09560E+02    2.07665E+01    6.57625E-02    -1.01181E+01
  1608    4.08694E+02    2.07604E+01    6.64402E-02    -1.03560E+01
  1609    4.06783E+02    2.09187E+01    6.60430E-02    -1.10730E+01
  1610    4.05879E+02    2.08647E+01    6.59033E-02    -1.14259E+01
  1611    4.06546E+02    2.07522E+01    6.54659E-02    -1.13910E+01
  1612    4.03954E+02    2.07819E+01    6.56614E-02    -1.22108E+01
  1613    4.02364E+02    2.07950E+01    6.59297E-02    -1.24729E+01
  1614    4.00642E+02    2.07886E+01    6.59012E-02    -1.26982E+01
  1615    4.00026E+02    2.06574E+01    6.54113E-02    -1.31032E+01
  1616    4.00503E+02    2.07209E+01    6.56358E-02    -1.33130E+01
  1617    3.99457E+02    2.06856E+01    6.57169E-02    -1.40482E+01
  1618    3.96174E+02    2.06757E+01    6.52963E-02    -1.43092E+01
  1619    3.97903E+02    2.06548E+01    6.50140E-02    -1.46944E+01
  1620    3.97347E+02    2.07604E+01    6.51762E-02    -1.51939E+01
  1621    3.94715E+02    2.06021E+01    6.51011E-02    -1.54308E+01
  1622    3.94735E+02    2.06994E+01    6.50592E-02    -1.57802E+01
  1623    3.95228E+02    2.04719E+01    6.48457E-02    -1.60810E+01
  1624    3.93134E+02    2.05262E+01    6.47465E-02    -1.66145E+01
  1625    3.92727E+02    2.05612E+01    6.47260E-02    -1.69676E+01
  1626    3.91102E+02    2.05425E+01    6.49547E-02    -1.73398E+01
  1627    3.90791E+02    2.04208E+01    6.46734E-02    -1.75493E+01
  1628    3.90144E+02    2.03590E+01    6.46928E-02    -1.79778E+01
  1629    3.88599E+02    2.02709E+01    6.45258E-02    -1.82741E+01
  1630    3.88896E+02    2.03604E+01    6.47208E-02    -1.87322E+01
  1631    3.88912E+02    2.02119E+01    6.43906E-02    -1.89387E+01
  1632    3.87338E+02    2.02109E+01    6.44832E-02    -1.93023E+01
  1633    3.87482E+02    2.01729E+01    6.46458E-02    -1.97698E+01
  1634    3.88244E+02    2.01506E+01    6.45558E-02    -2.00342E+01
  1635    3.86695E+02    2.00232E+01    6.43024E-02    -2.03936E+01
  1636    3.85240E+02    2.00294E+01    6.41088E-02    -2.04835E+01
  1637    3.85953E+02    1.99179E+01    6.42624E-02    -2.07489E+01
  1638    3.85832E+02    1.98526E+01    6.42045E-02    -2.12497E+01
  1639    3.85547E+02    1.97955E+01    6.40882E-02    -2.15908E+01
  1640    3.84981E+02    1.97515E+01    6.39499E-02    -2.18175E+01
  1641    3.85047E+02    1.96631E+01    6.39716E-02    -2.22887E+01
  1642    3.84236E+02    1.95749E+01    6.38337E-02    -2.26012E+01
  1643    3.84110E+02    1.95178E+01    6.38288E-02    -2.29249E+01
  1644    3.84036E+02    1.94445E+01    6.38450E-02    -2.31155E+01
  1645    3.83202E+02    1.93581E+01    6.36335E-02    -2.33779E+01
  1646    3.81867E+02    1.93091E+01    6.38446E-02    -2.35808E+01
  1647    3.84090E+02    1.92177E+01    6.37234E-02    -2.40699E+01
  1648    3.83436E+02    1.91861E+01    6.34201E-02    -2.45114E+01
  1649    3.83850E+02    1.90600E+01    6.34038E-02    -2.46690E+01
  1650    3.84803E+02    1.89672E+01    6.33587E-02    -2.48818E+01
  1651    3.82359E+02    1.88688E+01    6.31573E-02    -2.51116E+01
  1652    3.83425E+02    1.88696E+01    6.33923E-02    -2.55294E+01
  1653    3.81512E+02    1.86769E+01    6.35268E-02    -2.56402E+01
  1654    3.81620E+02    1.86047E+01    6.34832E-02    -2.55946E+01
  1655    3.83214E+02    1.85262E+01    6.31131E-02    -2.60943E+01
  1656    3.83135E+02    1.84593E+01    6.35278E-02    -2.65166E+01
  1657    3.81697E+02    1.83591E+01    6.34326E-02    -2.65265E+01
  1658    3.83282E+02    1.83119E+01    6.31680E-02    -2.67617E+01
  1659    3.83181E+02    1.81090E+01    6.31757E-02    -2.70738E+01
  1660    3.82322E+02    1.80934E+01    6.31268E-02    -2.72054E+01
  1661    3.83706E+02    1.79482E+01    6.27568E-02    -2.73234E+01
  1662    3.83520E+02    1.79225E+01    6.28840E-02    -2.75548E+01
  1663    3.84770E+02    1.77747E+01    6.29587E-02    -2.79339E+01
  1664    3.83081E+02    1.77302E+01    6.28082E-02    -2.79790E+01
  1665    3.82317E+02    1.76743E+01    6.28415E-02    -2.79206E+01
  1666    3.85438E+02    1.74640E+01    6.28897E-02    -2.84433E+01
  1667    3.84471E+02    1.73728E+01    6.28117E-02    -2.82700E+01
  1668    3.83459E+02    1.72657E+01    6.26016E-02    -2.82332E+01
  1669    3.83611E+02    1.71704E+01    6.26780E-02    -2.85162E+01
  1670    3.84557E+02    1.70531E+01    6.25594E-02    -2.87154E+01
  1671    3.86009E+02    1.69905E+01    6.26100E-02    -2.88586E+01
  1672    3.85012E+02    1.68970E+01    6.24628E-02    -2.91337E+01
  1673    3.84796E+02    1.67691E+01    6.26913E-02    -2.93119E+01
  1674    3.84443E+02    1.66515E+01    6.26242E-02    -2.93861E+01
  1675    3.84137E+02    1.65292E+01    6.26252E-02    -2.94541E+01
  1676    3.85535E+02    1.65402E+01    6.22657E-02    -2.98861E+01
  1677    3.85277E+02    1.62981E+01    6.26742E-02    -2.97215E+01
  1678    3.85979E+02    1.61139E+01    6.26985E-02    -2.96311E+01
  1679    3.87472E+02    1.60928E+01    6.23058E-02    -2.98644E+01
  1680    3.88272E+02    1.59257E+01    6.22286E-02    -2.99401E+01
  1681    3.86829E+02    1.58536E+01    6.21258E-02    -3.00408E+01
  1682    3.88144E+02    1.57693E+01    6.22485E-02    -3.00664E+01
  1683    3.87308E+02    1.56593E+01    6.18928E-02    -3.02589E+01
  1684    3.89510E+02    1.55904E+01    6.22116E-02    -3.04252E+01
  1685    3.86878E+02    1.54030E+01    6.19150E-02    -3.02073E+01
  1686    3.88291E+02    1.53239E+01    6.21063E-02    -3.03211E+01
  1687    3.88719E+02    1.52015E+01    6.21164E-02    -3.02716E+01
  1688    3.87128E+02    1.51021E+01    6.20498E-02    -3.03255E+01
  1689    3.89272E+02    1.49963E+01    6.19346E-02    -3.02851E+01
  1690    3.89618E+02    1.48136E+01    6.18507E-02    -3.04088E+01
  1691    3.89389E+02    1.47098E+01    6.18220E-02    -3.00378E+01
  1692    3.89036E+02    1.45548E+01    6.17201E-02    -3.02498E+01
  1693    3.88812E+02    1.45633E+01    6.18574E-02    -3.05373E+01
  1694    3.89778E+02    1.43890E+01    6.18035E-02    -3.03704E+01
  1695    3.91376E+02    1.42604E+01    6.19206E-02    -3.03369E+01
  1696    3.90537E+02    1.41134E+01    6.17169E-02    -3.01414E+01
  1697    3.92558E+02    1.40213E+01    6.15329E-02    -3.04232E+01
  1698    3.91161E+02    1.39845E+01    6.17497E-02    -3.03067E+01
  1699    3.92770E+02    1.38066E+01    6.15168E-02    -3.01516E+01
  1700    3.91257E+02    1.36915E+01    6.15101E-02    -3.00321E+01
  1701    3.92309E+02    1.35762E+01    6.17938E-02    -3.02689E+01
  1702    3.92036E+02    1.34566E+01    6.15173E-02    -2.98498E+01
  1703    3.92775E+02    1.33350E+01    6.16187E-02    -2.99162E+01
  1704    3.93780E+02    1.32870E+01    6.15074E-02    -3.00261E+01
  1705    3.92405E+02    1.31190E+01    6.15987E-02    -2.97810E+01
  1706    3.94487E+02    1.29896E+01    6.16229E-02    -2.96716E+01
  1707    3.92811E+02    1.29282E+01    6.12493E-02    -2.97304E+01
  1708    3.93626E+02    1.27405E+01    6.12577E-02    -2.94408E+01
  1709    3.95058E+02    1.26815E+01    6.12367E-02    -2.96607E+01
  1710    3.94295E+02    1.25620E+01    6.11897E-02    -2.94185E+01
  1711    3.93966E+02    1.24388E+01    6.13400E-02    -2.92071E+01
  1712    3.94889E+02    1.23712E+01    6.12810E-02    -2.92985E+01
  1713    3.95751E+02    1.22127E+01    6.13300E-02    -2.88287E+01
  1714    3.95896E+02    1.21648E+01    6.12456E-02    -2.88516E+01
  1715    3.93855E+02    1.20279E+01    6.12614E-02    -2.87730E+01
  1716    3.94884E+02    1.19237E+01    6.08409E-02    -2.86333E+01
  1717    3.96201E+02    1.18759E+01    6.10238E-02    -2.87623E+01
  1718    3.96577E+02    1.17472E+01    6.11576E-02    -2.85218E+01
  1719    3.96985E+02    1.16673E+01    6.07548E-02    -2.84062E+01
  1720    3.97608E+02    1.15602E+01    6.13216E-02    -2.82462E+01
  1721    3.95350E+02    1.13615E+01    6.09163E-02    -2.77785E+01
  1722    3.93609E+02    1.13205E+01    6.08067E-02    -2.75674E+01
  1723    3.94882E+02    1.12274E+01    6.09999E-02    -2.75702E+01
  1724    3.95724E+02    1.11444E+01    6.09069E-02    -2.74241E+01
  1725    3.95716E+02    1.10035E+01    6.09770E-02    -2.73119E+01
  1726    3.96318E+02    1.09532E+01    6.06829E-02    -2.71126E+01
  1727    3.98081E+02    1.08256E+01    6.06382E-02    -2.69757E+01
  1728    3.94897E+02    1.07358E+01    6.10084E-02    -2.66603E+01
  1729    3.94521E+02    1.06812E+01    6.09417E-02    -2.64085E+01
  1730    3.96278E+02    1.05531E+01    6.07281E-02    -2.64184E+01
  1731    3.97037E+02    1.04107E+01    6.09215E-02    -2.60396E+01
  1732    3.95078E+02    1.03834E+01    6.05849E-02    -2.58011E+01
  1733    3.95728E+02    1.02359E+01    6.07086E-02    -2.57047E+01
  1734    3.94133E+02    1.02054E+01    6.04196E-02    -2.53606E+01
  1735    3.95392E+02    1.01588E+01    6.04693E-02    -2.53401E+01
  1736    3.93750E+02    1.00196E+01    6.07899E-02    -2.49993E+01
  1737    3.93343E+02    9.93523E+00    6.06201E-02    -2.47248E+01
  1738    3.96303E+02    9.91344E+00    6.03632E-02    -2.47326E+01
  1739    3.94579E+02    9.80887E+00    6.03035E-02    -2.44424E+01
  1740    3.94030E+02    9.67773E+00    6.01044E-02    -2.40581E+01
  1741    3.93371E+02    9.60707E+00    6.02325E-02    -2.38922E+01
  1742    3.94138E+02    9.57397E+00    6.03530E-02    -2.37946E+01
  1743    3.95238E+02    9.47845E+00    6.01231E-02    -2.34752E+01
  1744    3.94098E+02    9.42815E+00    6.01007E-02    -2.33230E+01
  1745    3.95093E+02    9.31307E+00    6.02537E-02    -2.29962E+01
  1746    3.93300E+02    9.27517E+00    6.01053E-02    -2.28976E+01
  1747    3.92674E+02    9.17538E+00    6.03009E-02    -2.24741E+01
  1748    3.91447E+02    9.11926E+00    6.02934E-02    -2.22232E+01
  1749    3.92321E+02    9.06304E+00    6.01157E-02    -2.20648E+01
  1750    3.91769E+02    8.99301E+00    5.99265E-02    -2.17031E+01
  1751    3.92405E+02    8.97497E+00    5.99728E-02    -2.16519E+01
  1752    3.92114E+02    8.86351E+00    5.97793E-02    -2.13225E+01
  1753    3.92078E+02    8.85428E+00    5.99510E-02    -2.11751E+01
  1754    3.88915E+02    8.77306E+00    5.98018E-02    -2.07880E+01
  1755    3.87155E+02    8.67932E+00    5.98197E-02    -2.03625E+01
  1756    3.89240E+02    8.64873E+00    5.97913E-02    -2.03468E+01
  1757    3.89360E+02    8.58101E+00    5.97101E-02    -1.99840E+01
  1758    3.88976E+02    8.52949E+00    5.96983E-02    -1.98368E+01
  1759    3.89537E+02    8.45307E+00    5.96149E-02    -1.94549E+01
  1760    3.89438E+02    8.44954E+00    5.95884E-02    -1.94715E+01
  1761    3.86445E+02    8.38084E+00    5.95382E-02    -1.90605E+01
  1762    3.86133E+02    8.31154E+00    5.95357E-02    -1.85670E+01
  1763    3.87408E+02    8.31272E+00    5.94303E-02    -1.84176E+01
  1764    3.85604E+02    8.25362E+00    5.97727E-02    -1.82485E+01
  1765    3.83514E+02    8.19101E+00    5.94632E-02    -1.77862E+01
  1766    3.85266E+02    8.16447E+00    5.94146E-02    -1.77637E+01
  1767    3.85199E+02    8.16786E+00    5.95554E-02    -1.76051E+01
  1768    3.84030E+02    8.10581E+00    5.93901E-02    -1.71752E+01
  1769    3.83300E+02    8.10498E+00    5.94345E-02    -1.70731E+01
  1770    3.83038E+02    8.03484E+00    5.92145E-02    -1.66800E+01
  1771    3.80606E+02    8.03824E+00    5.89894E-02    -1.65351E+01
  1772    3.80219E+02    7.99288E+00    5.89917E-02    -1.61980E+01
  1773    3.78497E+02    7.93031E+00    5.89769E-02    -1.56604E+01
  1774    3.78214E+02    7.93009E+00    5.91718E-02    -1.55489E+01
  1775    3.77220E+02    7.90361E+00    5.92095E-02    -1.52711E+01
  1776    3.78522E+02    7.87114E+00    5.90774E-02    -1.51905E+01
  1777    3.77374E+02    7.83850E+00    5.87464E-02    -1.47279E+01
  1778    3.75811E+02    7.81378E+00    5.88113E-02    -1.45183E+01
  1779    3.75223E+02    7.77701E+00    5.87458E-02    -1.42681E+01
  1780    3.74326E+02    7.77634E+00    5.89197E-02    -1.42207E+01
  1781    3.73156E+02    7.77030E+00    5.85407E-02    -1.38707E+01
  1782    3.73924E+02    7.72271E+00    5.85731E-02    -1.35583E+01
  1783    3.71207E+02    7.75715E+00    5.88238E-02    -1.33763E+01
  1784    3.71098E+02    7.74208E+00    5.86793E-02    -1.31180E+01
  1785    3.70200E+02    7.71915E+00    5.85919E-02    -1.28562E+01
  1786    3.69991E+02    7.67329E+00    5.85335E-02    -1.26859E+01
  1787    3.68307E+02    7.70828E+00    5.86689E-02    -1.25556E+01
  1788    3.69553E+02    7.67152E+00    5.84527E-02    -1.21728E+01
  1789    3.66489E+02    7.73395E+00    5.82489E-02    -1.20507E+01
  1790    3.65855E+02    7.67789E+00    5.82269E-02    -1.17386E+01
  1791    3.65568E+02    7.67160E+00    5.85395E-02    -1.15122E+01
  1792    3.63942E+02    7.67772E+00    5.81168E-02    -1.13903E+01
  1793    3.61102E+02    7.68313E+00    5.81764E-02    -1.11155E+01
  1794    3.61060E+02    7.69871E+00    5.83967E-02    -1.07919E+01
  1795    3.60513E+02    7.74664E+00    5.82236E-02    -1.07922E+01
  1796    3.59284E+02    7.69253E+00    5.78652E-02    -1.03869E+01
  1797    3.59520E+02    7.70375E+00    5.79523E-02    -1.02648E+01
  1798    3.57566E+02    7.71788E+00    5.79170E-02    -9.98770E+00
  1799    3.56496E+02    7.69371E+00    5.78138E-02    -9.78266E+00
  1800    3.55310E+02    7.71333E+00    5.76360E-02    -9.65392E+00
  1801    3.54203E+02    7.73288E+00    5.76763E-02    -9.52144E+00
  1802    3.54445E+02    7.74874E+00    5.77271E-02    -9.20518E+00
  1803    3.51638E+02    7.75602E+00    5.77027E-02    -9.16619E+00
  1804    3.49780E+02    7.77949E+00    5.76006E-02    -8.73524E+00
  1805    3.50830E+02    7.79625E+00    5.75281E-02    -8.76779E+00
  1806    3.50045E+02    7.77864E+00    5.73793E-02    -8.53921E+00
  1807    3.48253E+02    7.80980E+00    5.74303E-02    -8.29207E+00
  1808    3.47774E+02    7.83091E+00    5.71915E-02    -8.13261E+00
  1809    3.45106E+02    7.87170E+00    5.72162E-02    -7.91515E+00
  1810    3.45428E+02    7.82578E+00    5.73086E-02    -7.76100E+00
  1811    3.43116E+02    7.89342E+00    5.70642E-02    -7.58204E+00
  1812    3.42579E+02    7.91466E+00    5.72390E-02    -7.56773E+00
  1813    3.41981E+02    7.95221E+00    5.69663E-02    -7.38564E+00
  1814    3.39807E+02    7.96135E+00    5.68960E-02    -7.09819E+00
  1815    3.39137E+02    8.01238E+00    5.70578E-02    -7.04470E+00
  1816    3.37964E+02    8.03435E+00    5.67650E-02    -6.83739E+00
  1817    3.37255E+02    8.07522E+00    5.69840E-02    -6.82591E+00
  1818    3.36131E+02    8.09218E+00    5.66973E-02    -6.66568E+00
  1819    3.34161E+02    8.12186E+00    5.69016E-02    -6.46173E+00
  1820    3.33663E+02    8.14998E+00    5.65178E-02    -6.44753E+00
  1821    3.31469E+02    8.18519E+00    5.67146E-02    -6.11903E+00
  1822    3.30769E+02    8.23025E+00    5.65051E-02    -6.12406E+00
  1823    3.30821E+02    8.24944E+00    5.65228E-02    -5.89875E+00
  1824    3.29442E+02    8.27569E+00    5.65371E-02    -5.81920E+00
  1825    3.26789E+02    8.37445E+00    5.64703E-02    -5.64885E+00
  1826    3.25672E+02    8.35329E+00    5.64315E-02    -5.73638E+00
  1827    3.25224E+02    8.34518E+00    5.61511E-02    -5.60573E+00
  1828    3.24200E+02    8.42551E+00    5.62784E-02    -5.53630E+00
  1829    3.22747E+02    8.49403E+00    5.61317E-02    -5.37708E+00
  1830    3.21321E+02    8.49997E+00    5.65056E-02    -5.35571E+00
  1831    3.19459E+02    8.52763E+00    5.60689E-02    -5.30698E+00
  1832    3.17423E+02    8.58165E+00    5.57792E-02    -4.98636E+00
  1833    3.17118E+02    8.57551E+00    5.59620E-02    -4.98872E+00
  1834    3.15617E+02    8.64691E+00    5.57878E-02    -5.05142E+00
  1835    3.14901E+02    8.66467E+00    5.58487E-02    -4.79198E+00
  1836    3.14183E+02    8.75395E+00    5.56490E-02    -4.96017E+00
  1837    3.13062E+02    8.78995E+00    5.56427E-02    -4.85526E+00
  1838    3.11575E+02    8.80282E+00    5.55926E-02    -4.83381E+00
  1839    3.09504E+02    8.86860E+00    5.56321E-02    -4.79471E+00
  1840    3.07840E+02    8.88540E+00    5.53959E-02    -4.70509E+00
  1841    3.09665E+02    8.89182E+00    5.54393E-02    -4.66756E+00
  1842    3.07251E+02    8.95485E+00    5.55078E-02    -4.56247E+00
